seed,implementation,scenario,steps,burn_in,population,ring_y,lookahead,error_rate,max_speed,mean_convention_strength,final_convention_strength,mean_disposition_strength,mean_speed,replacement_rate,time_to_convention,coordinated_fraction,coordination_entries,mean_coordinated_episode,longest_coordinated_episode,final_habit_share,final_convention_share,final_social_habit_share,final_all_three_share
20260910,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.5974124999999999,0.8,0.49690702255143543,2.8373854166666668,0.08700625,199,0.39675,112,14.169642857142858,138,0.0,0.0,1.0,0.0
20260910,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6189666666666667,0.85,0.5400513257956799,2.8467958333333336,0.08211875,81,0.4375,105,16.666666666666668,169,0.49166666666666664,0.5,0.5083333333333333,0.14166666666666666
20260910,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.8228875,0.9666666666666667,0.6345215844931561,2.9017520833333332,0.04957916666666667,149,0.73075,117,24.982905982905983,359,0.7833333333333333,0.49166666666666664,0.24166666666666667,0.0
20260910,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.6995250000000001,0.8333333333333334,0.0,1.0,0.006985416666666667,20,0.5665,46,49.26086956521739,793,NaN,NaN,NaN,NaN
20260910,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9721208333333338,1.0,0.9556426540926569,1.0,0.004933333333333333,9,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260911,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.2428875,0.26666666666666666,0.0,2.7065229166666667,0.17296041666666667,578,0.0045,8,2.25,4,0.0,0.0,0.0,0.0
20260911,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.38076250000000006,0.3333333333333333,0.3550356769192532,2.7594874999999996,0.13309375,513,0.10775,58,7.431034482758621,63,1.0,0.0,0.0,0.0
20260911,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.48691666666666655,0.3,0.45403698978483714,2.8214249999999996,0.09778125,93,0.24925,63,15.825396825396826,108,0.0,1.0,0.0,0.0
20260911,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.5451208333333333,0.31666666666666665,0.4637685293217012,2.8247375000000003,0.09436875,27,0.294,151,7.788079470198675,131,0.0,0.0,1.0,0.0
20260911,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6617916666666668,1.0,0.5661887445168143,2.859885416666666,0.07201666666666667,229,0.46475,147,12.646258503401361,242,0.5,0.55,0.5166666666666667,0.11666666666666667
